分类,风格,优,arxiv_id,标题,备注,被引,arXiv
好,科研风,,2411.03284,SMoA: Improving Multi-agent Large Language Models with Sparse Mixture-of-Agents,,0,https://arxiv.org/abs/2411.03284
坏,,,2411.03603,CPIG: Leveraging Consistency Policy with Intention Guidance for Multi-agent Exploration,,0,https://arxiv.org/abs/2411.03603
好,生动活泼,,2411.04672,Semantic-Aware Resource Management for C-V2X Platooning via Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2411.04672
坏,,,2411.04867,"Think Smart, Act SMARL! Analyzing Probabilistic Logic Shields for Multi-Agent Reinforcement Learning",,0,https://arxiv.org/abs/2411.04867
坏,,,2411.07039,Learning Collective Dynamics of Multi-Agent Systems using Event-based Vision,,0,https://arxiv.org/abs/2411.07039
坏,,,2411.07098,A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,,1,https://arxiv.org/abs/2411.07098
坏,,,2411.07407,Using Generative AI and Multi-Agents to Provide Automatic Feedback,,9,https://arxiv.org/abs/2411.07407
坏,,,2411.07464,BudgetMLAgent: A Cost-Effective LLM Multi-Agent system for Automating Machine Learning Tasks,,0,https://arxiv.org/abs/2411.07464
坏,,,2411.08881,Can We Trust AI Agents? A Case Study of an LLM-Based Multi-Agent System for Ethical AI,,4,https://arxiv.org/abs/2411.08881
坏,,,2411.14033,LLM-based Multi-Agent Systems: Techniques and Business Perspectives,,4,https://arxiv.org/abs/2411.14033
坏,,,2411.15356,Regulator-Manufacturer AI Agents Modeling: Mathematical Feedback-Driven Multi-Agent LLM Framework,,0,https://arxiv.org/abs/2411.15356
坏,,,2411.15692,DrugAgent: Automating AI-aided Drug Discovery Programming through LLM Multi-Agent Collaboration,,8,https://arxiv.org/abs/2411.15692
坏,,,2411.16189,Enhancing Multi-Agent Consensus through Third-Party LLM Integration: Analyzing Uncertainty and Mitigating Hallucinations in Large Language Models,,0,https://arxiv.org/abs/2411.16189
好,科研风,,2411.16313,CATP-LLM: Empowering Large Language Models for Cost-Aware Tool Planning,,0,https://arxiv.org/abs/2411.16313
好,科研风,,2411.16707,Enhancing LLMs for Power System Simulations: A Feedback-driven Multi-agent Framework,,1,https://arxiv.org/abs/2411.16707
坏,,,2411.17636,MALMM: Multi-Agent Large Language Models for Zero-Shot Robotics Manipulation,,1,https://arxiv.org/abs/2411.17636
好,生动活泼,,2411.18279,Large Language Model-Brained GUI Agents: A Survey,,6,https://arxiv.org/abs/2411.18279
好,科研风,,2412.01928,MALT: Improving Reasoning with Multi-Agent LLM Training,,3,https://arxiv.org/abs/2412.01928
坏,,,2412.03359,WiS Platform: Enhancing Evaluation of LLM-Based Multi-Agent Systems Through Game-Based Analysis,,0,https://arxiv.org/abs/2412.03359
坏,,,2412.03920,A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,,1,https://arxiv.org/abs/2412.03920
坏,,,2412.04494,MAG-V: A Multi-Agent Framework for Synthetic Data Generation and Verification,,0,https://arxiv.org/abs/2412.04494
好,科研风,,2412.04859,Breaking Event Rumor Detection via Stance-Separated Multi-Agent Debate,,0,https://arxiv.org/abs/2412.04859
坏,,,2412.05449,Towards Effective GenAI Multi-Agent Collaboration: Design and Evaluation for Enterprise Applications,,3,https://arxiv.org/abs/2412.05449
坏,,,2412.06828,Enhancing LLMs for Impression Generation in Radiology Reports through a Multi-Agent System,,4,https://arxiv.org/abs/2412.06828
坏,,,2412.08805,Generative Agents for Multi-Agent Autoformalization of Interaction Scenarios,,0,https://arxiv.org/abs/2412.08805
坏,,,2412.09572,Rethinking LLM Uncertainty: A Multi-Agent Approach to Estimating Black-Box Model Uncertainty,,0,https://arxiv.org/abs/2412.09572
好,科研风,,2412.09796,AutoPatent: A Multi-Agent Framework for Automatic Patent Generation,,0,https://arxiv.org/abs/2412.09796
好,科研风,,2412.11014,CoopetitiveV: Leveraging LLM-powered Coopetitive Multi-Agent Prompting for High-quality Verilog Generation,,3,https://arxiv.org/abs/2412.11014
好,科研风,,2412.11167,Cultural Palette: Pluralising Culture Alignment via Multi-agent Palette,,0,https://arxiv.org/abs/2412.11167
坏,,,2412.11761,Harnessing Language for Coordination: A Framework and Benchmark for LLM-Driven Multi-Agent Control,,2,https://arxiv.org/abs/2412.11761
好,科研风,,2412.15504,Mitigating Social Bias in Large Language Models: A Multi-Objective Approach within a Multi-Agent Framework,,1,https://arxiv.org/abs/2412.15504
坏,,,2412.15619,Understanding Individual Agent Importance in Multi-Agent System via Counterfactual Reasoning,,0,https://arxiv.org/abs/2412.15619
坏,,,2412.16833,KG4Diagnosis: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Medical Diagnosis,,11,https://arxiv.org/abs/2412.16833
好,科研风,,2412.16878,Online Preference-based Reinforcement Learning with Self-augmented Feedback from Large Language Model,,0,https://arxiv.org/abs/2412.16878
坏,,,2412.17481,A Survey on LLM-based Multi-Agent System: Recent Advances and New Frontiers in Application,,8,https://arxiv.org/abs/2412.17481
坏,,,2412.18093,Molly: Making Large Language Model Agents Solve Python Problem More Logically,,0,https://arxiv.org/abs/2412.18093
坏,,,2412.18697,Agents on the Bench: Large Language Model Based Multi Agent Framework for Trustworthy Digital Justice,,1,https://arxiv.org/abs/2412.18697
好,科研风,,2412.20127,M-MAD: Multidimensional Multi-Agent Debate for Advanced Machine Translation Evaluation,,0,https://arxiv.org/abs/2412.20127
坏,,,2412.20138,TradingAgents: Multi-Agents LLM Financial Trading Framework,,4,https://arxiv.org/abs/2412.20138
好,科研风,,2412.20145,Efficient Multi-Agent Collaboration with Tool Use for Online Planning in Complex Table Question Answering,,0,https://arxiv.org/abs/2412.20145
好,科研风,,2501.00055,LLM-Virus: Evolutionary Jailbreak Attack on Large Language Models,,2,https://arxiv.org/abs/2501.00055
坏,,,2501.00083,AI Agent for Education: von Neumann Multi-Agent System Framework,,7,https://arxiv.org/abs/2501.00083
坏,,,2501.00750,Beyond Text: Implementing Multimodal Large Language Model-Powered Multi-Agent Systems Using a No-Code Platform,,8,https://arxiv.org/abs/2501.00750
好,科研风,,2501.00826,LLM-Powered Multi-Agent System for Automated Crypto Portfolio Management,,3,https://arxiv.org/abs/2501.00826
坏,,,2501.00906,Large Language Model Based Multi-Agent System Augmented Complex Event Processing Pipeline for Internet of Multimedia Things,,2,https://arxiv.org/abs/2501.00906
坏,,,2501.01140,Communicating Unexpectedness for Out-of-Distribution Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2501.01140
坏,,,2501.01205,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,,1,https://arxiv.org/abs/2501.01205
坏,,,2501.01266,PIMAEX: Multi-Agent Exploration through Peer Incentivization,,0,https://arxiv.org/abs/2501.01266
坏,,,2501.05468,LatteReview: A Multi-Agent Framework for Systematic Review Automation Using Large Language Models,,3,https://arxiv.org/abs/2501.05468
好,科研风,,2501.05470,RTLSquad: Multi-Agent Based Interpretable RTL Design,,0,https://arxiv.org/abs/2501.05470
坏,,,2501.06322,Multi-Agent Collaboration Mechanisms: A Survey of LLMs,,21,https://arxiv.org/abs/2501.06322
坏,,,2501.07815,Agent-Centric Projection of Prompting Techniques and Implications for Synthetic Training Data for Large Language Models,,0,https://arxiv.org/abs/2501.07815
好,科研风,,2501.13727,Scalable Safe Multi-Agent Reinforcement Learning for Multi-Agent System,,0,https://arxiv.org/abs/2501.13727
坏,,,2501.14189,Distributed Multi-Agent Coordination Using Multi-Modal Foundation Models,,0,https://arxiv.org/abs/2501.14189
坏,,,2501.14304,MASTER: A Multi-Agent System with LLM Specialized MCTS,,0,https://arxiv.org/abs/2501.14304
好,生动活泼,,2501.16254,Multi-Agent Geospatial Copilots for Remote Sensing Workflows,,1,https://arxiv.org/abs/2501.16254
坏,,,2502.00955,Efficient Multi-Agent System Training with Data Influence-Oriented Tree Search,,0,https://arxiv.org/abs/2502.00955
好,科研风,,2502.00988,PlotGen: Multi-Agent LLM-based Scientific Data Visualization via Multimodal Feedback,,1,https://arxiv.org/abs/2502.00988
坏,,,2502.01714,Position: Towards a Responsible LLM-empowered Multi-Agent Systems,,1,https://arxiv.org/abs/2502.01714
坏,,,2502.02533,Multi-Agent Design: Optimizing Agents with Better Prompts and Topologies,,0,https://arxiv.org/abs/2502.02533
好,科研风,,2502.03450,Schema-Guided Scene-Graph Reasoning based on Multi-Agent Large Language Model System,,0,https://arxiv.org/abs/2502.03450
坏,,,2502.03723,Speaking the Language of Teamwork: LLM-Guided Credit Assignment in Multi-Agent Reinforcement Learning,,1,https://arxiv.org/abs/2502.03723
好,科研风,,2502.04180,Multi-agent Architecture Search via Agentic Supernet,,0,https://arxiv.org/abs/2502.04180
好,科研风,,2502.04345,Jingfang: An LLM-Based Multi-Agent System for Precise Medical Consultation and Syndrome Differentiation in Traditional Chinese Medicine,,1,https://arxiv.org/abs/2502.04345
坏,,,2502.05573,Low-Rank Agent-Specific Adaptation (LoRASA) for Multi-Agent Policy Learning,,0,https://arxiv.org/abs/2502.05573
好,科研风,,2502.05957,AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents,,0,https://arxiv.org/abs/2502.05957
坏,,,2502.05986,Preventing Rogue Agents Improves Multi-Agent Collaboration,,0,https://arxiv.org/abs/2502.05986
坏,,,2502.06472,KARMA: Leveraging Multi-Agent LLMs for Automated Knowledge Graph Enrichment,,0,https://arxiv.org/abs/2502.06472
好,科研风,,2502.06882,Multi-Agent Simulator Drives Language Models for Legal Intensive Interaction,,0,https://arxiv.org/abs/2502.06882
坏,,,2502.07165,"Don't Just Demo, Teach Me the Principles: A Principle-Based Multi-Agent Prompting Strategy for Text Classification",,0,https://arxiv.org/abs/2502.07165
好,科研风,,2502.07350,KABB: Knowledge-Aware Bayesian Bandits for Dynamic Expert Coordination in Multi-Agent Systems,,0,https://arxiv.org/abs/2502.07350
好,科研风,,2502.08557,A New Query Expansion Approach via Agent-Mediated Dialogic Inquiry,,1,https://arxiv.org/abs/2502.08557
坏,,,2502.09809,AgentGuard: Repurposing Agentic Orchestrator for Safety Evaluation of Tool Orchestration,,2,https://arxiv.org/abs/2502.09809
坏,,,2502.10148,Closed-Loop Vision-Language Planning for Multi-Agent Coordination,,0,https://arxiv.org/abs/2502.10148
坏,,,2502.10857,Divergent Thoughts toward One Goal: LLM-based Multi-Agent Collaboration System for Electronic Design Automation,,1,https://arxiv.org/abs/2502.10857
坏,,,2502.11098,"Talk Structurally, Act Hierarchically: A Collaborative Framework for LLM Multi-Agent Systems",,0,https://arxiv.org/abs/2502.11098
好,科研风,,2502.11127,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,,0,https://arxiv.org/abs/2502.11127
好,生动活泼,,2502.11133,MasRouter: Learning to Route LLMs for Multi-Agent Systems,,0,https://arxiv.org/abs/2502.11133
好,科研风,,2502.11355,Nuclear Deployed: Analyzing Catastrophic Risks in Decision-making of Autonomous LLM Agents,,3,https://arxiv.org/abs/2502.11355
好,科研风,,2502.12149,HARBOR: Exploring Persona Dynamics in Multi-Agent Competition,,0,https://arxiv.org/abs/2502.12149
坏,,,2502.12280,Connecting Large Language Model Agent to High Performance Computing Resource,,0,https://arxiv.org/abs/2502.12280
坏,,,2502.13376,Learning Symbolic Task Decompositions for Multi-Agent Teams,,0,https://arxiv.org/abs/2502.13376
好,科研风,,2502.14321,Beyond Self-Talk: A Communication-Centric Survey of LLM-Based Multi-Agent Systems,,10,https://arxiv.org/abs/2502.14321
坏,,,2502.14496,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,,0,https://arxiv.org/abs/2502.14496
坏,,,2502.14529,CORBA: Contagious Recursive Blocking Attacks on Multi-Agent Systems Based on Large Language Models,,0,https://arxiv.org/abs/2502.14529
坏,,,2502.14743,Multi-Agent Coordination across Diverse Applications: A Survey,,1,https://arxiv.org/abs/2502.14743
坏,,,2502.15153,When Disagreements Elicit Robustness: Investigating Self-Repair Capabilities under LLM Multi-Agent Disagreements,,0,https://arxiv.org/abs/2502.15153
坏,,,2502.15425,TAG: A Decentralized Framework for Multi-Agent Hierarchical Reinforcement Learning,,0,https://arxiv.org/abs/2502.15425
坏,,,2502.16496,PMAT: Optimizing Action Generation Order in Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2502.16496
好,科研风,,2502.16804,Multi-Agent Autonomous Driving Systems with Large Language Models: A Survey of Recent Advances,,0,https://arxiv.org/abs/2502.16804
坏,,,2502.16863,Leveraging Large Language Models for Effective and Explainable Multi-Agent Credit Assignment,,0,https://arxiv.org/abs/2502.16863
好,生动活泼,,2502.17924,FACT-AUDIT: An Adaptive Multi-Agent Framework for Dynamic Fact-Checking Evaluation of Large Language Models,,0,https://arxiv.org/abs/2502.17924
好,生动活泼,,2502.18036,Harnessing Multiple Large Language Models: A Survey on LLM Ensemble,,5,https://arxiv.org/abs/2502.18036
坏,,,2502.18228,Debt Collection Negotiations with Large Language Models: An Evaluation System and Optimizing Decision Making with Multi-Agent,,0,https://arxiv.org/abs/2502.18228
坏,,,2502.18439,MAPoRL: Multi-Agent Post-Co-Training for Collaborative Large Language Models with Reinforcement Learning,,0,https://arxiv.org/abs/2502.18439
坏,,,2502.18652,Independent Mobility GPT (IDM-GPT): A Self-Supervised Multi-Agent Large Language Model Framework for Customized Traffic Mobility Analysis Using Machine Learning Models,,0,https://arxiv.org/abs/2502.18652
好,生动活泼,,2502.20073,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,,0,https://arxiv.org/abs/2502.20073
好,科研风,,2502.20859,The Power of Personality: A Human Simulation Perspective to Investigate Large Language Model Agents,,0,https://arxiv.org/abs/2502.20859
坏,,,2502.21321,LLM Post-Training: A Deep Dive into Reasoning Large Language Models,,0,https://arxiv.org/abs/2502.21321
好,生动活泼,,2503.02077,M3HF: Multi-agent Reinforcement Learning from Multi-phase Human Feedback of Mixed Quality,,0,https://arxiv.org/abs/2503.02077
好,科研风,,2503.02519,Generator-Assistant Stepwise Rollback Framework for Large Language Model Agent,,0,https://arxiv.org/abs/2503.02519
好,科研风,,2503.03505,Parallelized Planning-Acting for Efficient LLM-based Multi-Agent Systems in Minecraft,,0,https://arxiv.org/abs/2503.03505
好,科研风,,2503.03686,MAS-GPT: Training LLMs to Build LLM-based Multi-Agent Systems,,0,https://arxiv.org/abs/2503.03686
坏,,,2503.03800,Multi-Agent Systems Powered by Large Language Models: Applications in Swarm Intelligence,,0,https://arxiv.org/abs/2503.03800
好,科研风,,2503.04392,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,,0,https://arxiv.org/abs/2503.04392
好,科研风,,2503.05347,GEMA-Score: Granular Explainable Multi-Agent Scoring Framework for Radiology Report Evaluation,,0,https://arxiv.org/abs/2503.05347
坏,,,2503.06791,AutoMisty: A Multi-Agent LLM Framework for Automated Code Generation in the Misty Social Robot,,0,https://arxiv.org/abs/2503.06791
坏,,,2503.07693,Fully Autonomous Programming using Iterative Multi-Agent Debugging with Large Language Models,,6,https://arxiv.org/abs/2503.07693
坏,,,2503.09263,COLA: A Scalable Multi-Agent Framework For Windows UI Task Automation,,0,https://arxiv.org/abs/2503.09263
好,科研风,,2503.09501,ReMA: Learning to Meta-think for LLMs with Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2503.09501
坏,,,2503.09758,Multi-Agent LLM Actor-Critic Framework for Social Robot Navigation,,1,https://arxiv.org/abs/2503.09758
坏,,,2503.12188,Multi-Agent Systems Execute Arbitrary Malicious Code,,0,https://arxiv.org/abs/2503.12188
坏,,,2503.12333,"GameChat: Multi-LLM Dialogue for Safe, Agile, and Socially Optimal Multi-Agent Navigation in Constrained Environments",,1,https://arxiv.org/abs/2503.12333
好,科研风,,2503.12340,SVD-LLM V2: Optimizing Singular Value Truncation for Large Language Model Compression,,0,https://arxiv.org/abs/2503.12340
好,科研风,,2503.13205,MAP: Evaluation and Multi-Agent Enhancement of Large Language Models for Inpatient Pathways,,0,https://arxiv.org/abs/2503.13205
坏,,,2503.13415,"A Comprehensive Survey on Multi-Agent Cooperative Decision-Making: Scenarios, Approaches, Challenges and Perspectives",,3,https://arxiv.org/abs/2503.13415
坏,,,2503.13514,RAG-KG-IL: A Multi-Agent Hybrid Framework for Reducing Hallucinations and Enhancing LLM Reasoning through RAG and Incremental Knowledge Graph Learning Integration,,1,https://arxiv.org/abs/2503.13514
坏,,,2503.13657,Why Do Multi-Agent LLM Systems Fail?,,15,https://arxiv.org/abs/2503.13657
好,科研风,,2503.13964,MDocAgent: A Multi-Modal Multi-Agent Framework for Document Understanding,,3,https://arxiv.org/abs/2503.13964
好,科研风,,2503.15272,MAMM-Refine: A Recipe for Improving Faithfulness in Generation with Multi-Agent Collaboration,,0,https://arxiv.org/abs/2503.15272
好,科研风,,2503.16905,MAPS: Multi-Agent Personality Shaping for Collaborative Reasoning,,0,https://arxiv.org/abs/2503.16905
坏,,,2503.17309,LLM+MAP: Bimanual Robot Task Planning using Large Language Models and Planning Domain Definition Language,,0,https://arxiv.org/abs/2503.17309
好,科研风,,2503.18891,AgentDropout: Dynamic Agent Elimination for Token-Efficient and High-Performance LLM-Based Multi-Agent Collaboration,,0,https://arxiv.org/abs/2503.18891
坏,,,2503.20666,TAMA: A Human-AI Collaborative Thematic Analysis Framework Using Multi-Agent LLMs for Clinical Interviews,,0,https://arxiv.org/abs/2503.20666
好,科研风,,2503.21460,"Large Language Model Agent: A Survey on Methodology, Applications and Challenges",,3,https://arxiv.org/abs/2503.21460
坏,,,2503.21807,LERO: LLM-driven Evolutionary framework with Hybrid Rewards and Enhanced Observation for Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2503.21807
好,科研风,,2503.22164,PharmAgents: Building a Virtual Pharma with Large Language Model Agents,,2,https://arxiv.org/abs/2503.22164
坏,,,2503.22678,Self-Evolving Multi-Agent Simulations for Realistic Clinical Interactions,,0,https://arxiv.org/abs/2503.22678
坏,,,2503.23037,"Agentic Large Language Models, a survey",,47,https://arxiv.org/abs/2503.23037
坏,,,2503.23138,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,,0,https://arxiv.org/abs/2503.23138
好,科研风,,2503.23314,SPIO: Ensemble and Selective Strategies via LLM-Based Multi-Agent Planning in Automated Data Science,,0,https://arxiv.org/abs/2503.23314
好,科研风,,2504.00218,$\textit{Agents Under Siege}$: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,,0,https://arxiv.org/abs/2504.00218
坏,,,2504.00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),,0,https://arxiv.org/abs/2504.00374
好,科研风,,2504.00587,AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems,,0,https://arxiv.org/abs/2504.00587
坏,,,2504.01911,Advancing AI-Scientist Understanding: Multi-Agent LLMs with Interpretable Physics Reasoning,,0,https://arxiv.org/abs/2504.01911
好,科研风,,2504.02051,Self-Resource Allocation in Multi-Agent LLM Systems,,3,https://arxiv.org/abs/2504.02051
坏,,,2504.02867,Multi-Agent LLM Judge: automatic personalized LLM judge design for evaluating natural language generation applications,,0,https://arxiv.org/abs/2504.02867
好,科研风,,2504.02870,AI Hiring with LLMs: A Context-Aware and Explainable Multi-Agent Framework for Resume Screening,,1,https://arxiv.org/abs/2504.02870
好,科研风,,2504.05370,EduPlanner: LLM-Based Multi-Agent Systems for Customized and Intelligent Instructional Design,,0,https://arxiv.org/abs/2504.05370
好,科研风,,2504.05607,FactGuard: Leveraging Multi-Agent Systems to Generate Answerable and Unanswerable Questions for Enhanced Long-Context LLM Extraction,,0,https://arxiv.org/abs/2504.05607
坏,,,2504.05716,Single-Agent vs. Multi-Agent LLM Strategies for Automated Student Reflection Assessment,,7,https://arxiv.org/abs/2504.05716
坏,,,2504.07461,Achilles Heel of Distributed Multi-Agent Systems,,0,https://arxiv.org/abs/2504.07461
坏,,,2504.08525,Task Memory Engine (TME): Enhancing State Awareness for Multi-Step LLM Agent Tasks,,0,https://arxiv.org/abs/2504.08525
坏,,,2504.08621,MooseAgent: A LLM Based Multi-agent Framework for Automating Moose Simulation,,0,https://arxiv.org/abs/2504.08621
坏,,,2504.09772,Two Heads are Better Than One: Test-time Scaling of Multi-agent Collaborative Reasoning,,0,https://arxiv.org/abs/2504.09772
好,科研风,,2504.10415,LLM-SRBench: A New Benchmark for Scientific Equation Discovery with Large Language Models,,0,https://arxiv.org/abs/2504.10415
好,科研风,,2504.12330,HM-RAG: Hierarchical Multi-Agent Multimodal Retrieval Augmented Generation,,1,https://arxiv.org/abs/2504.12330
坏,,,2504.12735,The Athenian Academy: A Seven-Layer Architecture Model for Multi-Agent Systems,,1,https://arxiv.org/abs/2504.12735
坏,,,2504.15552,A Multi-Agent Framework for Automated Qinqiang Opera Script Generation Using Large Language Models,,0,https://arxiv.org/abs/2504.15552
好,科研风,,2504.16129,MARFT: Multi-Agent Reinforcement Fine-Tuning,,0,https://arxiv.org/abs/2504.16129
好,科研风,,2504.16408,LLMSR@XLLM25: Less is More: Enhancing Structured Multi-Agent Reasoning via Quality-Guided Distillation,,0,https://arxiv.org/abs/2504.16408
坏,,,2504.17087,Leveraging LLMs as Meta-Judges: A Multi-Agent Framework for Evaluating LLM Judgments,,0,https://arxiv.org/abs/2504.17087
好,科研风,,2504.17200,A RAG-Based Multi-Agent LLM System for Natural Hazard Resilience and Adaptation,,1,https://arxiv.org/abs/2504.17200
好,科研风,,2504.17356,"Comprehend, Divide, and Conquer: Feature Subspace Exploration via Multi-Agent Hierarchical Reinforcement Learning",,0,https://arxiv.org/abs/2504.17356
坏,,,2504.17950,Collaborating Action by Action: A Multi-agent LLM Framework for Embodied Reasoning,,0,https://arxiv.org/abs/2504.17950
好,生动活泼,,2504.18260,MAGI: Multi-Agent Guided Interview for Psychiatric Assessment,,0,https://arxiv.org/abs/2504.18260
坏,,,2504.18373,Auto-SLURP: A Benchmark Dataset for Evaluating Multi-Agent Frameworks in Smart Personal Assistant,,0,https://arxiv.org/abs/2504.18373
好,科研风,,2504.19565,Knowledge-Driven Agentic Scientific Corpus Distillation Framework for Biomedical Large Language Models Training,,0,https://arxiv.org/abs/2504.19565
坏,,,2504.21132,LLM Enhancer: Merged Approach using Vector Embedding for Reducing Large Language Model Hallucinations with External Knowledge,,0,https://arxiv.org/abs/2504.21132
坏,,,2505.00212,Which Agent Causes Task Failures and When? On Automated Failure Attribution of LLM Multi-Agent Systems,,1,https://arxiv.org/abs/2505.00212
好,生动活泼,,2505.00753,LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey,,2,https://arxiv.org/abs/2505.00753
好,科研风,,2505.03096,Assessing and Enhancing the Robustness of LLM-based Multi-Agent Systems Through Chaos Engineering,,1,https://arxiv.org/abs/2505.03096
坏,,,2505.03906,MARCO: Multi-Agent Code Optimization with Real-Time Knowledge Integration for High-Performance Computing,,0,https://arxiv.org/abs/2505.03906
坏,,,2505.04251,Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,,0,https://arxiv.org/abs/2505.04251
好,生动活泼,,2505.04997,Foam-Agent: A Large Language Model-Based Multi-Agent Framework for Automating Computational Fluid Dynamics Workflows,,0,https://arxiv.org/abs/2505.04997
好,生动活泼,,2505.07313,Towards Multi-Agent Reasoning Systems for Collaborative Expertise Delegation: An Exploratory Design Study,,0,https://arxiv.org/abs/2505.07313
坏,,,2505.07532,RAI: Flexible Agent Framework for Embodied AI,,0,https://arxiv.org/abs/2505.07532
坏,,,2505.08448,Scalable UAV Multi-Hop Networking via Multi-Agent Reinforcement Learning with Large Language Models,,0,https://arxiv.org/abs/2505.08448
好,生动活泼,,2505.08532,The Truth Becomes Clearer Through Debate! Multi-Agent Systems with Large Language Models Unmask Fake News,,0,https://arxiv.org/abs/2505.08532
未筛,,,2505.09472,Streaming Multi-agent Pathfinding,,0,https://arxiv.org/abs/2505.09472
坏,,,2505.09787,A Multimodal Multi-Agent Framework for Radiology Report Generation,,0,https://arxiv.org/abs/2505.09787
未筛,,,2505.09841,Hamilton's Rule for Enabling Altruism in Multi-Agent Systems,,0,https://arxiv.org/abs/2505.09841
好,生动活泼,,2505.09936,CartoAgent: a multimodal large language model-powered multi-agent cartographic framework for map style transfer and evaluation,,0,https://arxiv.org/abs/2505.09936
坏,,,2505.11556,Systematic Failures in Collective Reasoning under Distributed Information in Multi-Agent LLMs,,0,https://arxiv.org/abs/2505.11556
坏,,,2505.11642,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,,0,https://arxiv.org/abs/2505.11642
坏,,,2505.11765,OMAC: A Holistic Optimization Framework for LLM-Based Multi-Agent Collaboration,,0,https://arxiv.org/abs/2505.11765
好,生动活泼,,2505.11963,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,,0,https://arxiv.org/abs/2505.11963
坏,,,2505.12001,Interactional Fairness in LLM Multi-Agent Systems: An Evaluation Framework,,0,https://arxiv.org/abs/2505.12001
好,科研风,,2505.12371,MedAgentBoard: Benchmarking Multi-Agent Collaboration with Conventional Methods for Diverse Medical Tasks,,0,https://arxiv.org/abs/2505.12371
坏,,,2505.12442,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,,0,https://arxiv.org/abs/2505.12442
坏,,,2505.12467,Beyond Frameworks: Unpacking Collaboration Strategies in Multi-Agent Systems,,0,https://arxiv.org/abs/2505.12467
坏,,,2505.13466,AgentSGEN: Multi-Agent LLM in the Loop for Semantic Collaboration and GENeration of Synthetic Data,,0,https://arxiv.org/abs/2505.13466
好,生动活泼,,2505.13516,HALO: Hierarchical Autonomous Logic-Oriented Orchestration for Multi-Agent LLM Systems,,0,https://arxiv.org/abs/2505.13516
坏,,,2505.13820,Structured Agent Distillation for Large Language Model,,0,https://arxiv.org/abs/2505.13820
坏,,,2505.14299,Empowering LLMs in Task-Oriented Dialogues: A Domain-Independent Multi-Agent Framework and Fine-Tuning Strategy,,0,https://arxiv.org/abs/2505.14299
坏,,,2505.14848,MAATS: A Multi-Agent Automated Translation System Based on MQM Evaluation,,0,https://arxiv.org/abs/2505.14848
好,科研风,,2505.14996,MAS-ZERO: Designing Multi-Agent Systems with Zero Supervision,,0,https://arxiv.org/abs/2505.14996
好,生动活泼,优,2505.15859,AutoData: A Multi-Agent System for Open Web Data Collection,最优档,0,https://arxiv.org/abs/2505.15859
坏,,,2505.15922,Aligning Dialogue Agents with Global Feedback via Large Language Model Multimodal Reward Decomposition,,0,https://arxiv.org/abs/2505.15922
坏,,,2505.16086,Optimizing LLM-Based Multi-Agent System with Textual Feedback: A Case Study on Software Development,,0,https://arxiv.org/abs/2505.16086
坏,,,2505.16281,HiMATE: A Hierarchical Multi-Agent Framework for Machine Translation Evaluation,,0,https://arxiv.org/abs/2505.16281
未筛,,,2505.16576,EMULATE: A Multi-Agent Framework for Determining the Veracity of Atomic Claims by Emulating Human Actions,,0,https://arxiv.org/abs/2505.16576
坏,,,2505.16979,Know the Ropes: A Heuristic Strategy for LLM-based Multi-Agent System Design,,0,https://arxiv.org/abs/2505.16979
好,生动活泼,优,2505.16997,X-MAS: Towards Building Multi-Agent Systems with Heterogeneous LLMs,优,3,https://arxiv.org/abs/2505.16997
好,科研风,优,2505.17115,Swarm Intelligence Enhanced Reasoning: A Density-Driven Framework for LLM-Based Multi-Agent Optimization,优,0,https://arxiv.org/abs/2505.17115
未筛,,,2505.17511,"Multi-agent Systems for Misinformation Lifecycle : Detection, Correction And Source Identification",,0,https://arxiv.org/abs/2505.17511
好,科研风,优,2505.17512,Is Your LLM Really Mastering the Concept? A Multi-Agent Benchmark,优,0,https://arxiv.org/abs/2505.17512
